period_flag,category_raw,value
EXT,교통사고처리특례법 / 발생건수대비 검거건수[%],97.7
EXT,"살인(미수, 예비, 음모, 방조) / 발생건수대비 검거건수[%]",97.5
EXT,농수산물유통 및 가격안정에 관한법률 / 발생건수대비 검거건수[%],97.3
EXT,성매매알선 등 행위의 처벌에 관한법률 / 발생건수대비 검거건수[%],97.3
EXT,가정폭력범죄의 처벌등에 관한특례법 / 발생건수대비 검거건수[%],97.2
EXT,강간 / 발생건수대비 검거건수[%],97.2
EXT,마약류관리에 관한법률(마약) / 발생건수대비 검거건수[%],97.2
EXT,개발제한구역의 지정 및 관리에 관한 특별조치법 / 발생건수대비 검거건수[%],97.1
EXT,건설기계관리법 / 발생건수대비 검거건수[%],96.9
EXT,근로자 퇴직급여 보장법 / 발생건수대비 검거건수[%],96.9
EXT,살인 / 발생건수대비 검거건수[%],96.9
EXT,상표법 / 발생건수대비 검거건수[%],96.7
EXT,폭행치사 / 발생건수대비 검거건수[%],96.7
EXT,전자금융거래법 / 발생건수대비 검거건수[%],96.6
EXT,노동조합 및 노동관계조정법 / 발생건수대비 검거건수[%],96.3
EXT,여객자동차 운수사업법 / 발생건수대비 검거건수[%],96.3
EXT,장물 / 발생건수대비 검거건수[%],96.3
EXT,"폭력행위등(손괴,강요,주거침입등) / 발생건수대비 검거건수[%]",96.2
EXT,간음 / 발생건수대비 검거건수[%],96.1
EXT,기타특별법 / 발생건수대비 검거건수[%],96.1
EXT,보험사기방지특별법 / 발생건수대비 검거건수[%],96.1
EXT,자본시장과 금융투자업에 관한법률 / 법인[개],96.0
EXT,근로기준법 / 발생건수대비 검거건수[%],95.9
EXT,감염병의 예방 및 관리에 관한법률 / 발생건수대비 검거건수[%],95.8
EXT,살인(기수) / 발생건수대비 검거건수[%],95.8
EXT,도박과 복표 / 발생건수대비 검거건수[%],95.7
EXT,강제추행 / 발생건수대비 검거건수[%],95.6
EXT,도박 / 발생건수대비 검거건수[%],95.6
EXT,풍속영업의 규제에 관한법률 / 발생건수대비 검거건수[%],95.6
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 발생건수대비 검거건수[%],95.5
EXT,스토킹범죄의처벌등에관한법률 / 발생건수대비 검거건수[%],95.5
EXT,농지법 / 발생건수대비 검거건수[%],95.4
EXT,석유 및 석유대체연료 사업법 / 발생건수대비 검거건수[%],95.4
EXT,업무상과실치상 / 발생건수대비 검거건수[%],95.3
EXT,약사법 / 발생건수대비 검거건수[%],95.2
EXT,협박 / 발생건수대비 검거건수[%],95.2
EXT,감금 / 발생건수대비 검거건수[%],95.1
EXT,상해치사 / 발생건수대비 검거건수[%],95.1
EXT,의료법 / 발생건수대비 검거건수[%],95.1
EXT,건강기능식품에 관한법률 / 남자검거인원[명],95.0
EXT,농수산물유통 및 가격안정에 관한법률 / 미상검거인원[명],95.0
EXT,업무상과실치사상 / 발생건수대비 검거건수[%],95.0
EXT,중대재해처벌등에관한법률 / 검거건수[건],95.0
EXT,중대재해처벌등에관한법률 / 발생건수대비 검거건수[%],95.0
EXT,강력범죄(폭력) / 발생건수대비 검거건수[%],94.9
EXT,체포와 감금 / 발생건수대비 검거건수[%],94.9
EXT,방화치상 / 발생건수대비 검거건수[%],94.7
EXT,집회및시위에 관한법률 / 발생건수대비 검거건수[%],94.5
EXT,신용업무경매 / 발생건수대비 검거건수[%],94.4
EXT,약취/유인 / 발생건수대비 검거건수[%],94.4
EXT,업무상과실치사 / 발생건수대비 검거건수[%],94.4
EXT,약취와 유인 / 발생건수대비 검거건수[%],94.2
EXT,폐기물관리법 / 발생건수대비 검거건수[%],94.1
EXT,개발제한구역의 지정 및 관리에 관한 특별조치법 / 여자검거인원[명],94.0
EXT,산지관리법 / 법인[개],94.0
EXT,수도법 / 검거인원[명],94.0
EXT,수도법 / 발생건수대비 검거건수[%],94.0
EXT,마약류관리에 관한법률(대마) / 발생건수대비 검거건수[%],93.9
EXT,마약류관리에 관한법률(향정) / 발생건수대비 검거건수[%],93.9
EXT,하천법 / 발생건수대비 검거건수[%],93.8
EXT,위증과증거인멸 / 발생건수대비 검거건수[%],93.6
EXT,국민체육진흥법 / 발생건수대비 검거건수[%],93.5
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 발생건수대비 검거건수[%],93.4
EXT,주차장법 / 발생건수대비 검거건수[%],93.4
EXT,특가법(도주차량) / 발생건수대비 검거건수[%],93.4
EXT,통신비밀보호법 / 발생건수대비 검거건수[%],93.2
EXT,낚시관리 및 육성법 / 발생건수대비 검거건수[%],93.1
EXT,부당이득 / 발생건수대비 검거건수[%],93.1
EXT,풍속범죄 / 발생건수대비 검거건수[%],93.1
EXT,산림자원의 조성 및 관리에 관한법률 / 발생건수대비 검거건수[%],93.0
EXT,통화 / 검거건수[건],93.0
EXT,특허법 / 남자검거인원[명],93.0
EXT,무고 / 발생건수대비 검거건수[%],92.8
EXT,방화 / 발생건수대비 검거건수[%],92.7
EXT,일반방화 / 발생건수대비 검거건수[%],92.6
EXT,출입국관리법 / 발생건수대비 검거건수[%],92.1
EXT,직업안정법 / 발생건수대비 검거건수[%],91.8
EXT,특별법범 / 발생건수대비 검거건수[%],91.5
EXT,변호사법 / 발생건수대비 검거건수[%],91.4
EXT,국가보안법 / 발생건수대비 검거건수[%],91.2
EXT,유가증권·인지·우표 / 검거인원[명],91.0
EXT,강력범죄(흉악) / 발생건수대비 검거건수[%],90.9
EXT,과실치사상 / 발생건수대비 검거건수[%],90.9
EXT,자동차관리법 / 발생건수대비 검거건수[%],90.9
EXT,과실치상 / 발생건수대비 검거건수[%],90.8
EXT,침입절도 / 발생건수대비 검거건수[%],90.8
EXT,성적목적의 장소침입 / 발생건수대비 검거건수[%],90.6
EXT,성폭력 / 발생건수대비 검거건수[%],90.6
EXT,"폭력행위등(단체등의구성, 활동) / 발생건수대비 검거건수[%]",90.5
EXT,결혼중개업의 관리에 관한법률 / 발생건수대비 검거건수[%],90.1
EXT,개인정보보호법 / 법인[개],90.0
EXT,과실범죄 / 발생건수대비 검거건수[%],89.8
EXT,배임증재 / 발생건수대비 검거건수[%],89.6
EXT,신앙 / 발생건수대비 검거건수[%],89.4
EXT,카메라등 이용촬영 / 발생건수대비 검거건수[%],89.2
EXT,증뢰 / 발생건수대비 검거건수[%],89.0
EXT,체포 / 검거인원[명],89.0
EXT,특허법 / 검거건수[건],89.0
EXT,화재로 인한 재해보상과 보험가입에 관한법률 / 발생건수대비 검거건수[%],88.9
EXT,공직선거법 / 발생건수대비 검거건수[%],88.5
EXT,배임수재 / 발생건수대비 검거건수[%],88.4
EXT,보조금관리에 관한법률 / 발생건수대비 검거건수[%],87.9
EXT,강도치상 / 발생건수대비 검거건수[%],87.5
EXT,아동·청소년의성보호에관한법률(성착취물등) / 발생건수대비 검거건수[%],87.5
EXT,"강간등(강간,준강간,간음,강제추행,준강제추행) / 발생건수대비 검거건수[%]",87.3
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 발생건수대비 검거건수[%],87.2
EXT,명예 / 발생건수대비 검거건수[%],87.1
EXT,병역법 / 발생건수대비 검거건수[%],87.1
EXT,결혼중개업의 관리에 관한법률 / 검거인원[명],87.0
EXT,사행행위 등 규제 및 처벌특례법 / 남자검거인원[명],87.0
EXT,신앙 / 여자검거인원[명],87.0
EXT,신용정보의 이용 및 보호에 관한법률 / 발생건수대비 검거건수[%],87.0
EXT,자동차 손해배상 보장법 / 발생건수대비 검거건수[%],87.0
EXT,총포·도검·화약류등의 안전관리에 관한법률 / 발생건수대비 검거건수[%],87.0
EXT,조세범처벌법 / 발생건수대비 검거건수[%],86.7
EXT,과실치사상 / 미상검거인원[명],86.0
EXT,과실치상 / 미상검거인원[명],86.0
EXT,주민등록법 / 발생건수대비 검거건수[%],86.0
EXT,풍속영업의 규제에 관한법률 / 남자검거인원[명],86.0
EXT,수뢰 / 발생건수대비 검거건수[%],85.7
EXT,기타형법범죄 / 발생건수대비 검거건수[%],85.5
EXT,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 발생건수대비 검거건수[%],85.5
EXT,인장 / 발생건수대비 검거건수[%],85.5
EXT,공중밀집장소 추행 / 발생건수대비 검거건수[%],85.0
EXT,노동조합 및 노동관계조정법 / 법인[개],85.0
EXT,석유 및 석유대체연료 사업법 / 법인[개],85.0
EXT,주차장법 / 검거인원[명],85.0
EXT,유기치사 / 발생건수대비 검거건수[%],84.8
EXT,부정수표단속법 / 발생건수대비 검거건수[%],84.1
EXT,업무상과실치상 / 미상검거인원[명],84.0
EXT,통화 / 남자검거인원[명],84.0
EXT,체포 / 발생건수대비 검거건수[%],83.7
EXT,공연음란 / 발생건수대비 검거건수[%],83.1
EXT,감금치상 / 남자검거인원[명],83.0
EXT,권리행사방해 / 발생건수대비 검거건수[%],83.0
EXT,수도법 / 발생건수[건],83.0
EXT,영유아보육법 / 발생건수[건],83.0
EXT,상해 / 발생비[건/10만명],82.9
EXT,불법사용 / 발생건수대비 검거건수[%],82.4
EXT,음용수에관한죄 / 발생건수대비 검거건수[%],82.1
EXT,강간 / 여자검거인원[명],82.0
EXT,사행행위 등 규제 및 처벌특례법 / 발생건수[건],82.0
EXT,영유아보육법 / 검거건수[건],82.0
EXT,화물자동차 운수사업법 / 여자검거인원[명],82.0
EXT,도로교통법 / 발생건수대비 검거건수[%],81.3
EXT,사행행위 등 규제 및 처벌특례법 / 검거건수[건],81.0
EXT,선박안전법 / 법인[개],81.0
EXT,예비군법 / 발생건수대비 검거건수[%],80.4
EXT,문서 / 발생건수대비 검거건수[%],80.2
EXT,통신매체 이용음란 / 발생건수대비 검거건수[%],80.2
EXT,비밀침해 / 남자검거인원[명],80.0
EXT,인신매매 / 발생건수대비 검거건수[%],80.0
EXT,유가증권·인지·우표 / 발생건수대비 검거건수[%],79.5
EXT,디자인보호법 / 발생건수대비 검거건수[%],79.1
EXT,"강간등(강간,준강간,간음,강제추행,준강제추행) / 발생건수[건]",79.0
EXT,총계 / 발생건수대비 검거건수[%],78.8
EXT,위조범죄 / 발생건수대비 검거건수[%],78.7
EXT,국가보안법 / 검거인원[명],78.0
EXT,수도법 / 검거건수[건],78.0
EXT,실화 / 발생건수대비 검거건수[%],77.9
EXT,편의시설부정이용 / 발생건수대비 검거건수[%],77.6
EXT,공연음란 / 여자검거인원[명],76.0
EXT,위증과증거인멸 / 미상검거인원[명],76.0
EXT,주차장법 / 발생건수[건],76.0
EXT,총포·도검·화약류등의 안전관리에 관한법률 / 여자검거인원[명],76.0
EXT,강력범죄(흉악) / 발생비[건/10만명],75.1
EXT,보조금관리에 관한법률 / 법인[개],75.0
EXT,산림자원의 조성 및 관리에 관한법률 / 여자검거인원[명],75.0
EXT,수도법 / 남자검거인원[명],75.0
EXT,도로교통법(사고후미조치) / 발생건수대비 검거건수[%],74.5
EXT,농수산물유통 및 가격안정에 관한법률 / 발생건수[건],74.0
EXT,유가증권·인지·우표 / 남자검거인원[명],73.0
EXT,유가증권·인지·우표 / 발생건수[건],73.0
EXT,개인정보보호법 / 발생건수대비 검거건수[%],72.6
EXT,특허법 / 발생건수대비 검거건수[%],72.4
EXT,농수산물유통 및 가격안정에 관한법률 / 검거건수[건],72.0
EXT,촬영물등이용협박·강요 / 여자검거인원[명],72.0
EXT,경범죄처벌법 / 발생건수대비 검거건수[%],71.7
EXT,형법범 / 발생건수대비 검거건수[%],71.5
EXT,결혼중개업의 관리에 관한법률 / 발생건수[건],71.0
EXT,주차장법 / 검거건수[건],71.0
EXT,성폭력 / 발생비[건/10만명],70.6
EXT,권리행사방해 / 미상검거인원[명],70.0
EXT,유사수신행위의 규제에 관한법률 / 발생건수대비 검거건수[%],69.6
EXT,"강간등(강간,준강간,간음,강제추행,준강제추행) / 검거건수[건]",69.0
EXT,스토킹범죄의처벌등에관한법률 / 미상검거인원[명],69.0
EXT,의료법 / 법인[개],69.0
EXT,감금치상 / 검거건수[건],68.0
EXT,감금치상 / 발생건수[건],68.0
EXT,체포 / 남자검거인원[명],68.0
EXT,폭행치사 / 검거인원[명],68.0
EXT,풍속영업의 규제에 관한법률 / 발생건수[건],68.0
EXT,저작권법 / 발생건수대비 검거건수[%],67.6
EXT,교통방해 / 미상검거인원[명],67.0
EXT,수뢰 / 법인[개],67.0
EXT,아동·청소년의성보호에관한법률(성착취물등) / 여자검거인원[명],67.0
EXT,결혼중개업의 관리에 관한법률 / 남자검거인원[명],66.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 발생건수대비 검거건수[%],65.9
EXT,경범죄처벌법 / 미상검거인원[명],65.0
EXT,풍속영업의 규제에 관한법률 / 검거건수[건],65.0
EXT,촬영물등이용협박·강요 / 발생건수대비 검거건수[%],64.5
EXT,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 발생건수대비 검거건수[%],64.3
EXT,결혼중개업의 관리에 관한법률 / 검거건수[건],64.0
EXT,살인(기수) / 여자검거인원[명],64.0
EXT,인장 / 여자검거인원[명],64.0
EXT,주차장법 / 남자검거인원[명],64.0
EXT,풍속범죄 / 미상검거인원[명],64.0
EXT,주거침입 / 발생건수대비 검거건수[%],63.3
EXT,전파법 / 법인[개],63.0
EXT,재산범죄 / 발생건수대비 검거건수[%],62.5
EXT,비밀침해 / 발생건수대비 검거건수[%],62.0
EXT,근로기준법 / 발생비[건/10만명],61.7
EXT,가축분뇨의 관리 및 이용에 관한법률 / 여자검거인원[명],61.0
EXT,자본시장과 금융투자업에 관한법률 / 발생건수대비 검거건수[%],61.0
EXT,공무원범죄 / 발생건수대비 검거건수[%],60.2
EXT,공갈 / 미상검거인원[명],60.0
EXT,도시 및 주거환경정비법 / 미상검거인원[명],60.0
EXT,폭행치사 / 발생건수[건],60.0
EXT,명예 / 발생비[건/10만명],59.8
EXT,불법사용 / 여자검거인원[명],59.0
EXT,허위영상물편집·반포등 / 발생건수대비 검거건수[%],58.9
EXT,국가기술자격법 / 검거인원[명],58.0
EXT,유가증권·인지·우표 / 검거건수[건],58.0
EXT,폭행치사 / 검거건수[건],58.0
EXT,국가보안법 / 발생건수[건],57.0
EXT,편의시설부정이용 / 미상검거인원[명],57.0
EXT,강력범죄(흉악) / 법인[개],56.0
EXT,직무유기 / 발생건수대비 검거건수[%],55.4
EXT,디자인보호법 / 법인[개],54.0
EXT,여객자동차 운수사업법 / 여자검거인원[명],54.0
EXT,"폭력행위등(단체등의구성, 활동) / 여자검거인원[명]",54.0
EXT,횡령 / 발생건수대비 검거건수[%],53.8
EXT,아동복지법 / 미상검거인원[명],53.0
EXT,전기통신금융사기피해금환급에관한특별법 / 미상검거인원[명],53.0
EXT,화물자동차 운수사업법 / 법인[개],53.0
EXT,직권남용 / 발생건수대비 검거건수[%],52.8
EXT,공갈 / 발생건수대비 검거건수[%],52.3
EXT,건강기능식품에 관한법률 / 여자검거인원[명],52.0
EXT,국가보안법 / 검거건수[건],52.0
EXT,직업안정법 / 여자검거인원[명],52.0
EXT,최저임금법 / 여자검거인원[명],52.0
EXT,수산자원관리법 / 여자검거인원[명],51.0
EXT,축산물위생관리법 / 법인[개],51.0
EXT,하천법 / 여자검거인원[명],51.0
EXT,화학물질관리법 / 여자검거인원[명],51.0
EXT,도로교통법(무면허운전) / 발생비[건/10만명],50.1
EXT,국가기술자격법 / 검거건수[건],50.0
EXT,국가기술자격법 / 발생건수[건],50.0
EXT,국가보안법 / 남자검거인원[명],50.0
EXT,노동조합 및 노동관계조정법 / 여자검거인원[명],50.0
EXT,디자인보호법 / 여자검거인원[명],50.0
EXT,비밀침해 / 여자검거인원[명],50.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 법인[개],49.0
EXT,의료기기법 / 여자검거인원[명],49.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 법인[개],49.0
EXT,체포 / 발생건수[건],49.0
EXT,여신전문금융업법 / 발생건수대비 검거건수[%],48.5
EXT,강력범죄(폭력) / 법인[개],48.0
EXT,상표법 / 미상검거인원[명],48.0
EXT,협박 / 발생비[건/10만명],47.9
EXT,보조금관리에 관한법률 / 미상검거인원[명],47.0
EXT,부정수표단속법 / 여자검거인원[명],47.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 미상검거인원[명],47.0
EXT,전기통신금융사기피해금환급에관한특별법 / 발생건수대비 검거건수[%],46.9
EXT,자동차관리법 / 발생비[건/10만명],45.5
EXT,과실범죄 / 법인[개],45.0
EXT,변호사법 / 여자검거인원[명],45.0
EXT,업무상과실치사 / 미상검거인원[명],45.0
EXT,체포와 감금 / 미상검거인원[명],45.0
EXT,"폭력행위등(손괴,강요,주거침입등) / 미상검거인원[명]",45.0
EXT,명예 / 법인[개],44.0
EXT,상해치사 / 검거인원[명],44.0
EXT,공무방해 / 발생비[건/10만명],43.8
EXT,물환경보전법 / 미상검거인원[명],43.0
EXT,석유 및 석유대체연료 사업법 / 여자검거인원[명],43.0
EXT,신용정보의 이용 및 보호에 관한법률 / 검거인원[명],43.0
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 여자검거인원[명],43.0
EXT,절도 / 법인[개],43.0
EXT,병역법 / 여자검거인원[명],42.0
EXT,업무상과실치사상 / 법인[개],42.0
EXT,외국환거래법 / 법인[개],42.0
EXT,주택법 / 법인[개],42.0
EXT,중대재해처벌등에관한법률 / 법인[개],42.0
EXT,폭행치사 / 남자검거인원[명],42.0
EXT,부당이득 / 검거인원[명],41.0
EXT,상해치사 / 발생건수[건],41.0
EXT,약사법 / 법인[개],41.0
EXT,체포 / 검거건수[건],41.0
EXT,특허법 / 법인[개],41.0
EXT,감금 / 미상검거인원[명],40.0
EXT,국가기술자격법 / 남자검거인원[명],40.0
EXT,유기치사 / 검거인원[명],40.0
EXT,강제추행 / 미상검거인원[명],39.0
EXT,상해치사 / 검거건수[건],39.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 발생비[건/10만명],38.3
EXT,과실치사 / 검거인원[명],38.0
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 미상검거인원[명],38.0
EXT,컴퓨터등사용사기 / 발생비[건/10만명],38.0
EXT,폭행 / 법인[개],38.0
EXT,주거침입 / 발생비[건/10만명],37.1
EXT,상해치사 / 남자검거인원[명],37.0
EXT,풍속영업의 규제에 관한법률 / 여자검거인원[명],37.0
EXT,배임수재 / 여자검거인원[명],36.0
EXT,신용업무경매 / 발생비[건/10만명],35.1
EXT,마약류관리에 관한법률(향정) / 미상검거인원[명],34.0
EXT,전기통신금융사기피해금환급에관한특별법 / 발생비[건/10만명],33.7
EXT,유기치사 / 발생건수[건],33.0
EXT,자동차 손해배상 보장법 / 발생비[건/10만명],32.2
EXT,도박 / 미상검거인원[명],32.0
EXT,도박과 복표 / 미상검거인원[명],32.0
EXT,물환경보전법 / 여자검거인원[명],32.0
EXT,배임증재 / 여자검거인원[명],32.0
EXT,성적목적의 장소침입 / 여자검거인원[명],32.0
EXT,의료기기법 / 법인[개],32.0
EXT,증뢰 / 법인[개],32.0
EXT,식품위생법 / 미상검거인원[명],31.0
EXT,신용업무경매 / 법인[개],31.0
EXT,강도 / 법인[개],30.0
EXT,과실치사 / 검거건수[건],30.0
EXT,과실치사 / 발생건수[건],30.0
EXT,유사수신행위의 규제에 관한법률 / 법인[개],30.0
EXT,위조범죄 / 발생비[건/10만명],29.9
EXT,강제추행 / 발생비[건/10만명],29.0
EXT,공유재산 및 물품관리법 / 여자검거인원[명],29.0
EXT,부당이득 / 발생건수[건],29.0
EXT,전자금융거래법 / 미상검거인원[명],29.0
EXT,강도살인 / 검거인원[명],28.0
EXT,공무방해 / 법인[개],28.0
EXT,부당이득 / 남자검거인원[명],28.0
EXT,사행행위 등 규제 및 처벌특례법 / 여자검거인원[명],28.0
EXT,산지관리법 / 미상검거인원[명],28.0
EXT,유기치사 / 검거건수[건],28.0
EXT,음용수에관한죄 / 검거인원[명],28.0
EXT,음용수에관한죄 / 발생건수[건],28.0
EXT,증뢰 / 여자검거인원[명],28.0
EXT,아동복지법 / 발생비[건/10만명],27.1
EXT,무고 / 법인[개],27.0
EXT,부당이득 / 검거건수[건],27.0
EXT,위험물안전관리법 / 여자검거인원[명],27.0
EXT,인장 / 미상검거인원[명],27.0
EXT,주택법 / 미상검거인원[명],27.0
EXT,문서 / 발생비[건/10만명],26.1
EXT,강도상해 / 법인[개],26.0
EXT,강도상해 / 여자검거인원[명],26.0
EXT,과실치사 / 남자검거인원[명],26.0
EXT,스토킹범죄의처벌등에관한법률 / 발생비[건/10만명],26.0
EXT,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 여자검거인원[명],26.0
EXT,전파법 / 여자검거인원[명],26.0
EXT,폭행치사 / 여자검거인원[명],26.0
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 법인[개],25.0
EXT,부동산실권리자 명의등기에 관한법률 / 법인[개],25.0
EXT,주민등록법 / 미상검거인원[명],25.0
EXT,전자금융거래법 / 발생비[건/10만명],24.8
EXT,강간 / 미상검거인원[명],24.0
EXT,강도살인 / 남자검거인원[명],24.0
EXT,복표 / 검거인원[명],24.0
EXT,부동산실권리자 명의등기에 관한법률 / 미상검거인원[명],24.0
EXT,특허법 / 여자검거인원[명],24.0
EXT,공유수면관리 및 매립에 관한법률 / 발생비[건/10만명],23.4
EXT,신용정보의 이용 및 보호에 관한법률 / 발생건수[건],23.0
EXT,업무상과실치사 / 법인[개],23.0
EXT,음용수에관한죄 / 검거건수[건],23.0
EXT,음용수에관한죄 / 남자검거인원[명],23.0
EXT,자본시장과 금융투자업에 관한법률 / 미상검거인원[명],23.0
EXT,통화 / 여자검거인원[명],23.0
EXT,풍속범죄 / 발생비[건/10만명],22.3
EXT,농수산물유통 및 가격안정에 관한법률 / 여자검거인원[명],22.0
EXT,성폭력 / 법인[개],22.0
EXT,약사법 / 미상검거인원[명],22.0
EXT,여객자동차 운수사업법 / 법인[개],22.0
EXT,도로교통법 / 발생비[건/10만명],21.5
EXT,공유수면관리 및 매립에 관한법률 / 여자검거인원[명],21.0
EXT,근로자 퇴직급여 보장법 / 법인[개],21.0
EXT,액화석유가스의 안전관리 및 사업법 / 법인[개],21.0
EXT,경범죄처벌법 / 발생비[건/10만명],20.3
EXT,결혼중개업의 관리에 관한법률 / 여자검거인원[명],20.0
EXT,공인중개사법 / 미상검거인원[명],20.0
EXT,국가보안법 / 여자검거인원[명],20.0
EXT,신용정보의 이용 및 보호에 관한법률 / 검거건수[건],20.0
EXT,외국환거래법 / 미상검거인원[명],20.0
EXT,위증과증거인멸 / 법인[개],20.0
EXT,유기치사 / 여자검거인원[명],20.0
EXT,컴퓨터등사용사기 / 발생건수대비 검거건수[%],19.9
EXT,감금치상 / 여자검거인원[명],19.0
EXT,강도살인 / 검거건수[건],19.0
EXT,강도살인 / 발생건수[건],19.0
EXT,교통사고처리특례법 / 미상검거인원[명],19.0
EXT,농지법 / 미상검거인원[명],19.0
EXT,농지법 / 법인[개],19.0
EXT,방화치상 / 발생건수[건],19.0
EXT,복표 / 검거건수[건],19.0
EXT,복표 / 발생건수[건],19.0
EXT,살인 / 미상검거인원[명],19.0
EXT,선박안전법 / 미상검거인원[명],19.0
EXT,업무상과실치상 / 법인[개],19.0
EXT,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 법인[개],19.0
EXT,유사수신행위의 규제에 관한법률 / 미상검거인원[명],19.0
EXT,카메라등 이용촬영 / 미상검거인원[명],19.0
EXT,통화 / 발생건수대비 검거건수[%],19.0
EXT,과실범죄 / 발생비[건/10만명],18.7
EXT,마약류관리에 관한법률(향정) / 발생비[건/10만명],18.5
EXT,근로자 퇴직급여 보장법 / 발생비[건/10만명],18.1
EXT,건설기계관리법 / 법인[개],18.0
EXT,공유수면관리 및 매립에 관한법률 / 법인[개],18.0
EXT,디자인보호법 / 미상검거인원[명],18.0
EXT,방화치상 / 검거건수[건],18.0
EXT,방화치상 / 검거인원[명],18.0
EXT,배임 / 발생비[건/10만명],18.0
EXT,손괴 / 법인[개],18.0
EXT,신용정보의 이용 및 보호에 관한법률 / 남자검거인원[명],18.0
EXT,유가증권·인지·우표 / 여자검거인원[명],18.0
EXT,인신매매 / 검거인원[명],18.0
EXT,주차장법 / 여자검거인원[명],18.0
EXT,화물자동차 운수사업법 / 미상검거인원[명],18.0
EXT,도박과 복표 / 발생비[건/10만명],17.5
EXT,도박 / 발생비[건/10만명],17.4
EXT,공연음란 / 미상검거인원[명],17.0
EXT,공중위생관리법 / 법인[개],17.0
EXT,권리행사방해 / 법인[개],17.0
EXT,도시 및 주거환경정비법 / 법인[개],17.0
EXT,독점규제 및 공정거래에 관한법률 / 검거건수[건],17.0
EXT,독점규제 및 공정거래에 관한법률 / 발생건수[건],17.0
EXT,부정수표단속법 / 법인[개],17.0
EXT,유기치사 / 남자검거인원[명],17.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 미상검거인원[명],16.0
EXT,강도 / 미상검거인원[명],16.0
EXT,공직선거법 / 법인[개],16.0
EXT,내란의죄 / 검거인원[명],16.0
EXT,독점규제 및 공정거래에 관한법률 / 검거인원[명],16.0
EXT,독점규제 및 공정거래에 관한법률 / 남자검거인원[명],16.0
EXT,수도법 / 여자검거인원[명],16.0
EXT,수뢰 / 미상검거인원[명],16.0
EXT,체포 / 여자검거인원[명],16.0
EXT,허위영상물편집·반포등 / 여자검거인원[명],16.0
EXT,특가법(도주차량) / 발생비[건/10만명],15.6
EXT,국가기술자격법 / 여자검거인원[명],15.0
EXT,내란의죄 / 남자검거인원[명],15.0
EXT,도로교통법 / 미상검거인원[명],15.0
EXT,독점규제 및 공정거래에 관한법률 / 법인[개],15.0
EXT,복표 / 남자검거인원[명],15.0
EXT,신앙 / 미상검거인원[명],15.0
EXT,신용정보의 이용 및 보호에 관한법률 / 미상검거인원[명],15.0
EXT,도로법 / 발생비[건/10만명],14.0
EXT,보험사기방지특별법 / 미상검거인원[명],14.0
EXT,산림자원의 조성 및 관리에 관한법률 / 법인[개],14.0
EXT,산업안전보건법 / 미상검거인원[명],14.0
EXT,약취와 유인 / 미상검거인원[명],14.0
EXT,인신매매 / 미상검거인원[명],14.0
EXT,협박 / 법인[개],14.0
EXT,도로교통법(사고후미조치) / 발생비[건/10만명],13.7
EXT,권리행사방해 / 발생비[건/10만명],13.6
EXT,공갈 / 발생비[건/10만명],13.3
EXT,개발제한구역의 지정 및 관리에 관한 특별조치법 / 법인[개],13.0
EXT,도로교통법 / 법인[개],13.0
EXT,방화치상 / 남자검거인원[명],13.0
EXT,부당이득 / 여자검거인원[명],13.0
EXT,살인(기수) / 미상검거인원[명],13.0
EXT,수산업법 / 여자검거인원[명],13.0
EXT,여신전문금융업법 / 법인[개],13.0
EXT,직업안정법 / 법인[개],13.0
EXT,통신비밀보호법 / 미상검거인원[명],13.0
EXT,편의시설부정이용 / 법인[개],13.0
EXT,무고 / 발생비[건/10만명],12.4
EXT,공인중개사법 / 법인[개],12.0
EXT,과실치사 / 여자검거인원[명],12.0
EXT,국민체육진흥법 / 여자검거인원[명],12.0
EXT,상해 / 법인[개],12.0
EXT,카메라등 이용촬영 / 발생비[건/10만명],11.9
EXT,청소년보호법 / 발생비[건/10만명],11.8
EXT,통신매체 이용음란 / 발생비[건/10만명],11.5
EXT,낚시관리 및 육성법 / 여자검거인원[명],11.0
EXT,배임수재 / 미상검거인원[명],11.0
EXT,석유 및 석유대체연료 사업법 / 미상검거인원[명],11.0
EXT,선박직원법 / 법인[개],11.0
EXT,아동복지법 / 법인[개],11.0
EXT,직업안정법 / 미상검거인원[명],11.0
EXT,축산물위생관리법 / 미상검거인원[명],11.0
EXT,식품위생법 / 발생비[건/10만명],10.9
EXT,병역법 / 발생비[건/10만명],10.3
EXT,강간 / 발생비[건/10만명],10.2
