mapping_version,source,year_from,year_to,category_raw,category_std,confidence,notes
v1,NPA,2005,2023,강간 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,병역법 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,강간 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,침입절도 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,청소년보호법 / 여자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,의료법 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,산업안전보건법 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,산업안전보건법 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,주거침입,OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,감염병의 예방 및 관리에 관한법률 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,게임산업진흥에 관한법률 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,공유수면관리 및 매립에 관한법률 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,공유수면관리 및 매립에 관한법률 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,병역법 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,게임산업진흥에 관한법률 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,산업안전보건법 / 법인[개],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,카메라등 이용촬영 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,병역법 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,공갈 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,병역법 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,신용업무경매 / 여자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,청소년보호법 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,카메라등 이용촬영 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,위조범죄 / 여자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,무고 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,업무상과실치사상 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
